loss,delay,md5_hash_sent,md5_hash,ttc
2.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8378252983093262
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.4195239543914795
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8419642448425293
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8448376655578613
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.423372745513916
4.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8449997901916504
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8355488777160645
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8349735736846924
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8777027130126953
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.836759090423584
2.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8386242389678955
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.407747507095337
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8535239696502686
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,2.9422452449798584
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3619358539581299
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8393292427062988
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8451063632965088
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8438382148742676
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8367171287536621
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.867492437362671
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.426208734512329
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8400177955627441
4.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.861581802368164
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8326818943023682
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8419041633605957
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8347587585449219
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8570477962493896
2.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.882023811340332
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8679585456848145
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3454811573028564
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8843557834625244
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3914940357208252
4.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8634231090545654
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.851163387298584
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.846574068069458
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8408052921295166
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8414251804351807
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8430438041687012
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8283092975616455
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8552939891815186
4.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3536293506622314
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8361332416534424
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3889648914337158
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.844261884689331
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.8655729293823242
2.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8387351036071777
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3781518936157227
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8548827171325684
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3502106666564941
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.4295575618743896
4.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.34171462059021
